verbobl;verb;case;isikumäärus;aja-kohamäärus;muu;deprel
kustuma - abl (kellelt/millelt);kustuma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
pääsema edasi - abl (kellelt/millelt);pääsema edasi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
tantsima - abl (kellelt/millelt);tantsima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
käima ära - abl (kellelt/millelt);käima ära;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
käituma - abl (kellelt/millelt);käituma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
käima üle - abl (kellelt/millelt);käima üle;abl (kellelt/millelt);mitte kunagi;alati;vaieldav märgendus;obl
sihtima - abl (kellelt/millelt);sihtima;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
tunnistama - abl (kellelt/millelt);tunnistama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kuulutama - abl (kellelt/millelt);kuulutama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tutvustama - abl (kellelt/millelt);tutvustama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
pildistama - abl (kellelt/millelt);pildistama;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
kyssima - abl (kellelt/millelt);kyssima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kysima - abl (kellelt/millelt);kysima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tõmbama kõrvale - abl (kellelt/millelt);tõmbama kõrvale;abl (kellelt/millelt);mitte kunagi;alati;vaieldav märgendus;obl
kuivama - abl (kellelt/millelt);kuivama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
pääsema välja - abl (kellelt/millelt);pääsema välja;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
kruvima maha - abl (kellelt/millelt);kruvima maha;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
tahtma ära - abl (kellelt/millelt);tahtma ära;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
kustutama - abl (kellelt/millelt);kustutama;abl (kellelt/millelt);mitte kunagi;alati;vaieldav märgendus;obl
kutsuma esile - abl (kellelt/millelt);kutsuma esile;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
tingima - abl (kellelt/millelt);tingima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
lugema ette - abl (kellelt/millelt);lugema ette;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
lugema maha - abl (kellelt/millelt);lugema maha;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
marssima - abl (kellelt/millelt);marssima;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
manguma - abl (kellelt/millelt);manguma;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
läbima - abl (kellelt/millelt);läbima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
lunastama - abl (kellelt/millelt);lunastama;abl (kellelt/millelt);vahel;vahel;mitte kunagi;obl
tilkuma - abl (kellelt/millelt);tilkuma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
lunima - abl (kellelt/millelt);lunima;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
kutsuma ära - abl (kellelt/millelt);kutsuma ära;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
kuulama - abl (kellelt/millelt);kuulama;abl (kellelt/millelt);vahel;mitte kunagi;pole kindel;obl
kutsuma tagasi - abl (kellelt/millelt);kutsuma tagasi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
siduma - abl (kellelt/millelt);siduma;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
kutsuma - abl (kellelt/millelt);kutsuma;abl (kellelt/millelt);mitte kunagi;alati;pole kindel;obl
tuvastama - abl (kellelt/millelt);tuvastama;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
taluma - abl (kellelt/millelt);taluma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
märkama - abl (kellelt/millelt);märkama;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
täiendama - abl (kellelt/millelt);täiendama;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
kummitama - abl (kellelt/millelt);kummitama;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
märkima - abl (kellelt/millelt);märkima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
pikenema - abl (kellelt/millelt);pikenema;abl (kellelt/millelt);mitte kunagi;alati;vaieldav märgendus;obl
tõmbama maha - abl (kellelt/millelt);tõmbama maha;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
kujutama - abl (kellelt/millelt);kujutama;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
tassima - abl (kellelt/millelt);tassima;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
kukkuma ära - abl (kellelt/millelt);kukkuma ära;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
kukkuma välja - abl (kellelt/millelt);kukkuma välja;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
tõdema - abl (kellelt/millelt);tõdema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kukutama - abl (kellelt/millelt);kukutama;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
takistama - abl (kellelt/millelt);takistama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kukkuma maha - abl (kellelt/millelt);kukkuma maha;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
laekuma kokku - abl (kellelt/millelt);laekuma kokku;abl (kellelt/millelt);vahel;vahel;pole kindel;obl
tulema ette - abl (kellelt/millelt);tulema ette;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
lahendama - abl (kellelt/millelt);lahendama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tulema alla - abl (kellelt/millelt);tulema alla;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
määrama - abl (kellelt/millelt);määrama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
laenama kokku - abl (kellelt/millelt);laenama kokku;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
küündima - abl (kellelt/millelt);küündima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tulema kokku - abl (kellelt/millelt);tulema kokku;abl (kellelt/millelt);vahel;vahel;mitte kunagi;obl
küsima järele - abl (kellelt/millelt);küsima järele;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
tulema läbi - abl (kellelt/millelt);tulema läbi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
küsima üle - abl (kellelt/millelt);küsima üle;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
küsitama - abl (kellelt/millelt);küsitama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tulema lahti - abl (kellelt/millelt);tulema lahti;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
küsima tagasi - abl (kellelt/millelt);küsima tagasi;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
küsima vastu - abl (kellelt/millelt);küsima vastu;abl (kellelt/millelt);alati;mitte kunagi;pole kindel;obl
laadima - abl (kellelt/millelt);laadima;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
kukkuma alla - abl (kellelt/millelt);kukkuma alla;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
kulutama - abl (kellelt/millelt);kulutama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
taipama - abl (kellelt/millelt);taipama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
mõistma välja, kokku - abl (kellelt/millelt);mõistma välja, kokku;abl (kellelt/millelt);alati;mitte kunagi;pole kindel;obl
kujundama - abl (kellelt/millelt);kujundama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tõmbama eemale - abl (kellelt/millelt);tõmbama eemale;abl (kellelt/millelt);mitte kunagi;alati;vaieldav märgendus;obl
kujunema - abl (kellelt/millelt);kujunema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tõmbuma tagasi - abl (kellelt/millelt);tõmbuma tagasi;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
piisama - abl (kellelt/millelt);piisama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
mõjutama - abl (kellelt/millelt);mõjutama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kraapima maha - abl (kellelt/millelt);kraapima maha;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
tõrjuma - abl (kellelt/millelt);tõrjuma;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
krabama - abl (kellelt/millelt);krabama;abl (kellelt/millelt);vahel;vahel;mitte kunagi;obl
tõotama - abl (kellelt/millelt);tõotama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;mitte kunagi;obl
tahtma tagasi - abl (kellelt/millelt);tahtma tagasi;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
mõjuma - abl (kellelt/millelt);mõjuma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
tõmbama tagasi - abl (kellelt/millelt);tõmbama tagasi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
täitma - abl (kellelt/millelt);täitma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
päästma - abl (kellelt/millelt);päästma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
tõmbama ära - abl (kellelt/millelt);tõmbama ära;abl (kellelt/millelt);vahel;vahel;muu;obl
tõmbama välja - abl (kellelt/millelt);tõmbama välja;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
kritiseerima - abl (kellelt/millelt);kritiseerima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kujutama ette - abl (kellelt/millelt);kujutama ette;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kuluma - abl (kellelt/millelt);kuluma;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
pääsema lahti - abl (kellelt/millelt);pääsema lahti;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
tänama - abl (kellelt/millelt);tänama;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
pääsema läbi - abl (kellelt/millelt);pääsema läbi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
pikendama - abl (kellelt/millelt);pikendama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
kumama - abl (kellelt/millelt);kumama;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
võtma peale - abl (kellelt/millelt);võtma peale;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
maksma tagasi - abl (kellelt/millelt);maksma tagasi;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
võrdlema - abl (kellelt/millelt);võrdlema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
alanema - abl (kellelt/millelt);alanema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
alandama - abl (kellelt/millelt);alandama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
haakuma - abl (kellelt/millelt);haakuma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ebaõnnestuma - abl (kellelt/millelt);ebaõnnestuma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
olema tarvis - abl (kellelt/millelt);olema tarvis;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
saabuma tagasi - abl (kellelt/millelt);saabuma tagasi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
iseloomustama - abl (kellelt/millelt);iseloomustama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
edestama - abl (kellelt/millelt);edestama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
võtma kaasa - abl (kellelt/millelt);võtma kaasa;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
edastama - abl (kellelt/millelt);edastama;abl (kellelt/millelt);vahel;vahel;mitte kunagi;obl
eraldama - abl (kellelt/millelt);eraldama;abl (kellelt/millelt);vahel;vahel;muu;obl
sulatama - abl (kellelt/millelt);sulatama;abl (kellelt/millelt);mitte kunagi;alati;vaieldav märgendus;obl
saama kaasa - abl (kellelt/millelt);saama kaasa;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
ostma üles - abl (kellelt/millelt);ostma üles;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
võtma kinni - abl (kellelt/millelt);võtma kinni;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
ostma tagasi - abl (kellelt/millelt);ostma tagasi;abl (kellelt/millelt);alati;mitte kunagi;muu;obl
paiskama - abl (kellelt/millelt);paiskama;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
domineerima - abl (kellelt/millelt);domineerima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
algatama - abl (kellelt/millelt);algatama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
hüppama välja - abl (kellelt/millelt);hüppama välja;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
ostma sisse - abl (kellelt/millelt);ostma sisse;abl (kellelt/millelt);alati;mitte kunagi;muu;obl
paranema - abl (kellelt/millelt);paranema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
võtma kokku - abl (kellelt/millelt);võtma kokku;abl (kellelt/millelt);vahel;vahel;muu;obl
saama edasi - abl (kellelt/millelt);saama edasi;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
sammuma - abl (kellelt/millelt);sammuma;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
võimaldama - abl (kellelt/millelt);võimaldama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ajama - abl (kellelt/millelt);ajama;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
eristuma - abl (kellelt/millelt);eristuma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;pole kindel;obl
võitma kokku - abl (kellelt/millelt);võitma kokku;abl (kellelt/millelt);mitte kunagi;alati;pole kindel;obl
võima - abl (kellelt/millelt);võima;abl (kellelt/millelt);vahel;vahel;pole kindel;obl
panema ära - abl (kellelt/millelt);panema ära;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
sundima - abl (kellelt/millelt);sundima;abl (kellelt/millelt);vahel;vahel;pole kindel;obl
viima ära - abl (kellelt/millelt);viima ära;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
saama kokku - abl (kellelt/millelt);saama kokku;abl (kellelt/millelt);vahel;vahel;pole kindel;obl
võitlema välja - abl (kellelt/millelt);võitlema välja;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
esindama - abl (kellelt/millelt);esindama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
pagema - abl (kellelt/millelt);pagema;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
võitma tagasi - abl (kellelt/millelt);võitma tagasi;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
esinema - abl (kellelt/millelt);esinema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
viitama - abl (kellelt/millelt);viitama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
elama - abl (kellelt/millelt);elama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
esitlema - abl (kellelt/millelt);esitlema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
sõitma otsa - abl (kellelt/millelt);sõitma otsa;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
abielluma - abl (kellelt/millelt);abielluma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
importima - abl (kellelt/millelt);importima;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
viima välja - abl (kellelt/millelt);viima välja;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
otsustama - abl (kellelt/millelt);otsustama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
otsima üles - abl (kellelt/millelt);otsima üles;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
alistama - abl (kellelt/millelt);alistama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
haihtuma - abl (kellelt/millelt);haihtuma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
rändama - abl (kellelt/millelt);rändama;abl (kellelt/millelt);mitte kunagi;alati;pole kindel;obl
olema rahul - abl (kellelt/millelt);olema rahul;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
parandama - abl (kellelt/millelt);parandama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
suhtuma - abl (kellelt/millelt);suhtuma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ruttama - abl (kellelt/millelt);ruttama;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
ajama ära - abl (kellelt/millelt);ajama ära;abl (kellelt/millelt);mitte kunagi;mitte kunagi;mitte kunagi;obl
eelistama - abl (kellelt/millelt);eelistama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
võitlema - abl (kellelt/millelt);võitlema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
värbama - abl (kellelt/millelt);värbama;abl (kellelt/millelt);vahel;vahel;mitte kunagi;obl
võtma ette - abl (kellelt/millelt);võtma ette;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
saama lahti - abl (kellelt/millelt);saama lahti;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
ihkama - abl (kellelt/millelt);ihkama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
saatma ära - abl (kellelt/millelt);saatma ära;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
väsima - abl (kellelt/millelt);väsima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
võistlema - abl (kellelt/millelt);võistlema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
eemalduma - abl (kellelt/millelt);eemalduma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
ilmnema - abl (kellelt/millelt);ilmnema;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
ennustama - abl (kellelt/millelt);ennustama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
paiknema - abl (kellelt/millelt);paiknema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ronima maha - abl (kellelt/millelt);ronima maha;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
garanteerima - abl (kellelt/millelt);garanteerima;abl (kellelt/millelt);mitte kunagi;mitte kunagi;pole kindel;obl
panema pihta - abl (kellelt/millelt);panema pihta;abl (kellelt/millelt);vahel;vahel;mitte kunagi;obl
säilitama - abl (kellelt/millelt);säilitama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ostma välja - abl (kellelt/millelt);ostma välja;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
reisima - abl (kellelt/millelt);reisima;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
ronima - abl (kellelt/millelt);ronima;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
saama läbi - abl (kellelt/millelt);saama läbi;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
haarama kaasa - abl (kellelt/millelt);haarama kaasa;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
suurendama - abl (kellelt/millelt);suurendama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ronima alla - abl (kellelt/millelt);ronima alla;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
eralduma - abl (kellelt/millelt);eralduma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
ühinema - abl (kellelt/millelt);ühinema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
viima läbi - abl (kellelt/millelt);viima läbi;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
võtma lahti - abl (kellelt/millelt);võtma lahti;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
saavutama - abl (kellelt/millelt);saavutama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
hüüdma - abl (kellelt/millelt);hüüdma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
panema plehku - abl (kellelt/millelt);panema plehku;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
saama juurde - abl (kellelt/millelt);saama juurde;abl (kellelt/millelt);vahel;vahel;muu;obl
üürima - abl (kellelt/millelt);üürima;abl (kellelt/millelt);alati;mitte kunagi;mitte kunagi;obl
saatma välja - abl (kellelt/millelt);saatma välja;abl (kellelt/millelt);mitte kunagi;alati;muu;obl
surema - abl (kellelt/millelt);surema;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
ehitama - abl (kellelt/millelt);ehitama;abl (kellelt/millelt);mitte kunagi;vahel;muu;obl
peatama - abl (kellelt/millelt);peatama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;pole kindel;obl
ajama välja - abl (kellelt/millelt);ajama välja;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
osutuma - abl (kellelt/millelt);osutuma;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
sõitma läbi - abl (kellelt/millelt);sõitma läbi;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
osutama - abl (kellelt/millelt);osutama;abl (kellelt/millelt);mitte kunagi;vahel;pole kindel;obl
võrsuma - abl (kellelt/millelt);võrsuma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
sõitma maha - abl (kellelt/millelt);sõitma maha;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
imbuma - abl (kellelt/millelt);imbuma;abl (kellelt/millelt);mitte kunagi;alati;mitte kunagi;obl
eitama - abl (kellelt/millelt);eitama;abl (kellelt/millelt);mitte kunagi;mitte kunagi;muu;obl
